#location service enabled;location service intializing;location updated;userheading updated;location provider;location provider class;time device [utc];time location [utc];latitude;longitude;accuracy [m];user heading [�];device orientation [�];speed [km/h];has gps fix;satellites used;satellites in view
True;False;True;True;unity;DeviceLocationProvider;20180524-163902.100;20180524-163903.000;33.066683;-117.254767;3.0;55.9;15.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163902.601;20180524-163903.000;33.066766;-117.254843;3.0;55.9;346.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163903.122;20180524-163904.000;33.066775;-117.254886;3.0;50.5;17.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163903.619;20180524-163904.000;33.066712;-117.254903;3.0;50.5;356.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163904.122;20180524-163905.000;33.066725;-117.254642;3.0;48.2;9.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163904.608;20180524-163905.000;33.06649;-117.254947;3.0;48.2;347.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163905.124;20180524-163906.000;33.066402;-117.254833;3.0;47.2;13.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163905.607;20180524-163906.000;33.066293;-117.254801;3.0;47.2;349.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163906.122;20180524-163907.000;33.066368;-117.254812;3.0;48.3;2.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163906.628;20180524-163907.000;33.066818;-117.255061;3.0;48.3;358.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163907.108;20180524-163908.000;33.067553;-117.260865;3.0;49.6;352.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163907.613;20180524-163908.000;33.07457;-117.262945;3.0;49.6;355.0;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163908.127;20180524-163909.000;33.08326;-117.267324;3.0;50.7;2.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163908.631;20180524-163909.000;33.0852;-117.268388;3.0;50.7;354.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163909.136;20180524-163910.000;33.086246;-117.268659;3.0;47.8;325.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163909.633;20180524-163910.000;33.097558;-117.266427;3.0;47.8;49.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163910.131;20180524-163911.000;33.102231;-117.265008;3.0;38.6;90.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163910.631;20180524-163911.000;33.100668;-117.258024;3.0;38.6;104.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163911.115;20180524-163912.000;33.103276;-117.255355;4.0;38.6;329.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163911.621;20180524-163912.000;33.111902;-117.258192;4.0;38.6;358.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163912.117;20180524-163913.000;33.115939;-117.255779;5.0;18.2;357.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163912.618;20180524-163913.000;33.121485;-117.249263;5.0;18.2;355.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163913.135;20180524-163914.000;33.1273;-117.251467;6.0;349.4;234.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163913.637;20180524-163914.000;33.128861;-117.250354;6.0;349.4;143.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163914.121;20180524-163915.000;33.129216;-117.250222;6.0;324.4;244.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163914.620;20180524-163915.000;33.129281;-117.250236;6.0;324.4;156.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163915.105;20180524-163916.000;33.128746;-117.250274;6.0;323.0;299.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163915.608;20180524-163916.000;33.128354;-117.250143;6.0;323.0;10.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163916.124;20180524-163917.000;33.128336;-117.250124;5.0;330.3;5.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163916.625;20180524-163917.000;33.128339;-117.250108;5.0;330.3;27.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163917.125;20180524-163918.000;33.128351;-117.250163;5.0;343.2;348.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163917.651;20180524-163918.000;33.12835;-117.250159;5.0;343.2;22.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163918.128;20180524-163919.000;33.128315;-117.25022;5.0;356.2;13.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163918.629;20180524-163919.000;33.128432;-117.250211;5.0;356.2;34.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163919.147;20180524-163920.000;33.128391;-117.250197;5.0;350.5;346.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163919.655;20180524-163920.000;33.128488;-117.250116;5.0;350.5;29.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163920.133;20180524-163921.000;33.128403;-117.25026;6.0;347.8;189.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163920.633;20180524-163921.000;33.128391;-117.250288;6.0;347.8;244.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163921.147;20180524-163922.000;33.128272;-117.250171;6.0;337.1;229.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163921.655;20180524-163923.000;33.128306;-117.250134;4.0;335.3;245.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163922.137;20180524-163923.000;33.128428;-117.250072;4.0;335.3;53.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163922.660;20180524-163924.000;33.128537;-117.249875;4.0;343.5;20.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163923.155;20180524-163924.000;33.128329;-117.250219;4.0;343.5;14.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163923.655;20180524-163925.000;33.128329;-117.250219;4.0;1.8;2.0;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163924.154;20180524-163925.000;33.12828;-117.250118;4.0;1.8;16.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163924.655;20180524-163925.000;33.128337;-117.250195;4.0;1.8;2.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163925.156;20180524-163926.000;33.128337;-117.250195;5.0;33.3;22.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163925.660;20180524-163926.000;33.128322;-117.250234;5.0;33.3;357.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163926.155;20180524-163927.000;33.128322;-117.250234;5.0;53.5;8.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163926.657;20180524-163928.000;33.128455;-117.250107;6.0;63.9;340.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163927.160;20180524-163928.000;33.128467;-117.250169;6.0;63.9;20.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163927.659;20180524-163929.000;33.12823;-117.250255;6.0;66.2;2.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163928.161;20180524-163929.000;33.12823;-117.250255;6.0;66.2;19.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163928.663;20180524-163930.000;33.128444;-117.250244;6.0;66.2;338.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163929.145;20180524-163930.000;33.128142;-117.250205;6.0;66.2;25.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163929.656;20180524-163931.000;33.128242;-117.250116;7.0;43.5;324.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163930.166;20180524-163931.000;33.128242;-117.250116;7.0;43.5;19.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163930.670;20180524-163932.000;33.128342;-117.250302;7.0;43.5;328.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163931.167;20180524-163932.000;33.128315;-117.25021;7.0;43.5;17.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163931.681;20180524-163933.000;33.128498;-117.250099;6.0;33.5;1.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163932.166;20180524-163933.000;33.128347;-117.250345;6.0;33.5;31.0;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163932.674;20180524-163934.000;33.128347;-117.250345;6.0;30.3;348.0;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163933.172;20180524-163934.000;33.128553;-117.250454;6.0;30.3;42.0;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163933.664;20180524-163935.000;33.128255;-117.250202;6.0;23.5;350.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163934.168;20180524-163935.000;33.128148;-117.25005;6.0;23.5;44.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163934.674;20180524-163936.000;33.128292;-117.250367;7.0;30.6;336.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163935.156;20180524-163936.000;33.12829;-117.25072;7.0;30.6;45.0;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163935.654;20180524-163937.000;33.128281;-117.250658;8.0;25.7;338.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163936.157;20180524-163937.000;33.128332;-117.250201;8.0;25.7;3.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163936.675;20180524-163938.000;33.128549;-117.250176;8.0;16.3;352.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163937.174;20180524-163938.000;33.128379;-117.250083;8.0;16.3;23.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163937.683;20180524-163939.000;33.128224;-117.250289;7.0;25.7;345.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163938.177;20180524-163939.000;33.128405;-117.250215;7.0;25.7;8.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163938.693;20180524-163940.000;33.127986;-117.250003;8.0;39.0;359.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163939.179;20180524-163940.000;33.128161;-117.249991;8.0;39.0;17.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163939.667;20180524-163941.000;33.128183;-117.25008;10.0;54.6;15.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163940.164;20180524-163941.000;33.128651;-117.250418;10.0;54.6;356.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163940.677;20180524-163942.000;33.128378;-117.250324;9.0;70.0;8.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163941.183;20180524-163942.000;33.128305;-117.250225;9.0;70.0;9.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163941.683;20180524-163943.000;33.128305;-117.250225;9.0;64.9;12.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163942.184;20180524-163943.000;33.128361;-117.250142;9.0;64.9;23.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163942.683;20180524-163944.000;33.12831;-117.250162;9.0;53.4;22.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163943.186;20180524-163944.000;33.12831;-117.250162;9.0;53.4;10.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163943.684;20180524-163945.000;33.128542;-117.250109;8.0;49.2;2.0;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163944.187;20180524-163945.000;33.128504;-117.250141;8.0;49.2;11.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163944.699;20180524-163946.000;33.128467;-117.250206;8.0;42.6;350.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163945.172;20180524-163946.000;33.128418;-117.250171;8.0;42.6;12.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163945.693;20180524-163947.000;33.128459;-117.250247;7.0;42.3;4.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163946.192;20180524-163947.000;33.128541;-117.250315;7.0;42.3;359.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163946.714;20180524-163948.000;33.128541;-117.250315;7.0;30.6;336.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163947.228;20180524-163948.000;33.128407;-117.250231;7.0;30.6;52.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163947.723;20180524-163949.000;33.128359;-117.250196;7.0;352.0;0.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163948.223;20180524-163949.000;33.128506;-117.25022;7.0;352.0;20.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163948.724;20180524-163950.000;33.128506;-117.25022;6.0;358.4;4.0;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163949.225;20180524-163950.000;33.128227;-117.250425;6.0;358.4;306.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;False;unity;DeviceLocationProvider;20180524-163949.728;20180524-163951.000;33.128376;-117.250202;6.0;358.4;35.0;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180524-163950.232;20180524-163951.000;33.128381;-117.250191;6.0;358.4;1.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;False;unity;DeviceLocationProvider;20180524-163950.713;20180524-163952.000;33.128381;-117.250274;6.0;358.4;21.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180524-163951.216;20180524-163952.000;33.128421;-117.250201;6.0;358.4;350.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163951.714;20180524-163953.000;33.128407;-117.250715;5.0;59.2;28.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163952.217;20180524-163953.000;33.128293;-117.250205;5.0;59.2;26.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163952.718;20180524-163954.000;33.128293;-117.250205;5.0;33.2;10.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163953.218;20180524-163954.000;33.128345;-117.250394;5.0;33.2;7.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163953.720;20180524-163955.000;33.128309;-117.25012;5.0;354.3;43.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163954.220;20180524-163955.000;33.128367;-117.250243;5.0;354.3;14.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163954.720;20180524-163956.000;33.1283;-117.250304;5.0;331.3;23.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163955.223;20180524-163956.000;33.12834;-117.250229;5.0;331.3;22.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163955.724;20180524-163957.000;33.128387;-117.249979;4.0;324.7;32.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163956.223;20180524-163957.000;33.128387;-117.249979;4.0;324.7;39.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163956.721;20180524-163958.000;33.128176;-117.250248;4.0;335.8;32.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163957.227;20180524-163958.000;33.128227;-117.250176;4.0;335.8;7.0;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163957.724;20180524-163959.000;33.128259;-117.250164;4.0;353.1;25.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163958.229;20180524-163959.000;33.128259;-117.250164;4.0;353.1;347.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163958.726;20180524-164000.000;33.128488;-117.250312;4.0;4.1;25.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163959.229;20180524-164000.000;33.128322;-117.250131;4.0;4.1;10.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163959.730;20180524-164001.000;33.128356;-117.250173;9.0;9.8;20.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164000.235;20180524-164001.000;33.128433;-117.250255;9.0;9.8;353.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164000.749;20180524-164002.000;33.128506;-117.250156;9.0;15.2;21.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164001.250;20180524-164002.000;33.128506;-117.250156;9.0;15.2;318.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164001.748;20180524-164003.000;33.128216;-117.250388;9.0;11.0;20.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164002.249;20180524-164003.000;33.128441;-117.25004;9.0;11.0;326.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164002.750;20180524-164004.000;33.128491;-117.249984;9.0;3.2;25.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164003.254;20180524-164004.000;33.128319;-117.250302;9.0;3.2;355.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164003.755;20180524-164005.000;33.128392;-117.250307;9.0;355.7;33.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164004.254;20180524-164005.000;33.128392;-117.250307;9.0;355.7;335.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164004.756;20180524-164006.000;33.128468;-117.250403;9.0;357.5;22.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164005.259;20180524-164006.000;33.128462;-117.250381;9.0;357.5;343.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164005.758;20180524-164007.000;33.128397;-117.250237;9.0;0.4;26.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164006.261;20180524-164007.000;33.128482;-117.250285;9.0;0.4;357.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164006.759;20180524-164008.000;33.128927;-117.250261;9.0;2.8;19.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164007.264;20180524-164008.000;33.129251;-117.250273;9.0;2.8;359.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164007.761;20180524-164009.000;33.129296;-117.250406;9.0;5.6;33.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164008.262;20180524-164009.000;33.12797;-117.252084;9.0;5.6;4.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164008.763;20180524-164010.000;33.120697;-117.249514;9.0;1.9;14.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164009.245;20180524-164010.000;33.11588;-117.256286;9.0;1.9;13.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164009.747;20180524-164011.000;33.112495;-117.266146;3.0;9.6;19.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164010.248;20180524-164011.000;33.110196;-117.267716;3.0;9.6;9.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164010.750;20180524-164012.000;33.109952;-117.267828;3.0;22.1;6.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164011.268;20180524-164012.000;33.109933;-117.267831;3.0;22.1;23.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164011.768;20180524-164013.000;33.110237;-117.267931;3.0;30.0;11.0;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164012.271;20180524-164013.000;33.11017;-117.267905;3.0;30.0;13.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164012.774;20180524-164014.000;33.110158;-117.267914;3.0;39.8;19.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164013.272;20180524-164014.000;33.109995;-117.268045;3.0;39.8;20.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164013.772;20180524-164015.000;33.109995;-117.268045;3.0;45.4;6.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
