#location service enabled;location service intializing;location updated;userheading updated;location provider;location provider class;time device [utc];time location [utc];latitude;longitude;accuracy [m];user heading [�];device orientation [�];speed [km/h];has gps fix;satellites used;satellites in view
True;False;False;True;unity;DeviceLocationProvider;20180524-163505.787;20180524-163427.922;32.882475;-117.234626;34.0;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163506.249;20180524-163427.922;32.882491;-117.234595;34.0;313.5;313.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163506.749;20180524-163427.922;32.882489;-117.234613;34.0;349.1;349.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163507.254;20180524-163427.922;32.882478;-117.234631;34.0;308.9;308.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163507.757;20180524-163427.922;32.882473;-117.234628;34.0;336.6;336.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163508.256;20180524-163427.922;32.882482;-117.234633;34.0;288.9;288.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163508.757;20180524-163427.922;32.882485;-117.234601;34.0;325.7;325.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163509.258;20180524-163427.922;32.882482;-117.234605;34.0;309.8;309.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163509.760;20180524-163427.922;32.882489;-117.234604;34.0;328.4;328.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163510.256;20180524-163510.533;32.882499;-117.23463;4.0;329.2;329.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163510.761;20180524-163510.533;32.88249;-117.234601;4.0;331.0;331.0;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163511.259;20180524-163512.000;32.882488;-117.234621;4.0;344.2;344.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163511.761;20180524-163512.000;32.882494;-117.234605;4.0;317.6;317.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163512.282;20180524-163513.000;32.882496;-117.2346;4.0;255.6;336.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163512.749;20180524-163513.000;32.882498;-117.234606;4.0;255.6;286.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163513.263;20180524-163514.000;32.882487;-117.234596;4.0;231.7;321.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163513.764;20180524-163514.000;32.882483;-117.234613;4.0;231.7;280.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163514.165;20180524-163515.000;32.8825;-117.234611;4.0;252.9;313.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163514.701;20180524-163516.000;32.882491;-117.234641;3.0;258.1;322.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163515.204;20180524-163516.000;32.882487;-117.234628;3.0;258.1;336.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163515.736;20180524-163517.000;32.882493;-117.234605;3.0;277.6;325.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163516.240;20180524-163517.000;32.882484;-117.234622;3.0;277.6;346.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163516.742;20180524-163518.000;32.882489;-117.234612;3.0;294.2;319.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163517.240;20180524-163518.000;32.882509;-117.234613;3.0;294.2;351.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163517.745;20180524-163519.000;32.882493;-117.234609;3.0;302.2;311.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163518.243;20180524-163519.000;32.882499;-117.234598;3.0;302.2;333.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163518.742;20180524-163520.000;32.882493;-117.234633;3.0;304.0;287.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163519.244;20180524-163520.000;32.882465;-117.234738;3.0;304.0;333.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163519.746;20180524-163521.000;32.882489;-117.234681;3.0;305.7;281.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163520.252;20180524-163521.000;32.882501;-117.234657;3.0;305.7;338.0;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163520.746;20180524-163522.000;32.882488;-117.23464;3.0;303.6;278.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163521.251;20180524-163522.000;32.882322;-117.234898;3.0;303.6;317.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163521.749;20180524-163523.000;32.882345;-117.234832;3.0;304.0;306.0;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163522.250;20180524-163523.000;32.882347;-117.234835;3.0;304.0;331.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163522.749;20180524-163524.000;32.882347;-117.234835;3.0;303.9;322.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163523.252;20180524-163524.000;32.882347;-117.23485;3.0;303.9;316.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163523.753;20180524-163525.000;32.882342;-117.234848;3.0;301.5;336.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163524.255;20180524-163525.000;32.882342;-117.234848;3.0;301.5;322.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163524.736;20180524-163526.000;32.882322;-117.234868;3.0;297.4;305.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163525.239;20180524-163526.000;32.88235;-117.234858;3.0;297.4;311.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163525.741;20180524-163527.000;32.88235;-117.234858;3.0;291.3;322.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163526.255;20180524-163527.000;32.882346;-117.234876;3.0;291.3;322.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163526.755;20180524-163528.000;32.882311;-117.234885;3.0;282.8;341.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163527.260;20180524-163528.000;32.882311;-117.234885;3.0;282.8;328.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163527.740;20180524-163529.000;32.882346;-117.23486;3.0;280.2;306.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163528.246;20180524-163529.000;32.882339;-117.234887;3.0;280.2;312.0;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163528.744;20180524-163530.000;32.882316;-117.234897;3.0;278.0;320.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163529.246;20180524-163530.000;32.882309;-117.234897;3.0;278.0;298.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163529.744;20180524-163531.000;32.882337;-117.234886;3.0;277.1;313.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163530.249;20180524-163531.000;32.882337;-117.234886;3.0;277.1;296.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163530.744;20180524-163532.000;32.882313;-117.234874;3.0;282.6;317.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163531.248;20180524-163532.000;32.882307;-117.234826;3.0;282.6;303.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163531.751;20180524-163533.000;32.882318;-117.234848;3.0;281.1;319.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163532.252;20180524-163533.000;32.882323;-117.234884;3.0;281.1;287.0;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163532.771;20180524-163534.000;32.882329;-117.234884;3.0;281.2;317.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163533.268;20180524-163534.000;32.882295;-117.234876;3.0;281.2;298.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163533.771;20180524-163535.000;32.882361;-117.234922;3.0;281.4;314.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163534.272;20180524-163535.000;32.882314;-117.234884;3.0;281.4;300.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163534.753;20180524-163536.000;32.88226;-117.234881;3.0;278.2;325.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163535.255;20180524-163536.000;32.88226;-117.234881;3.0;278.2;301.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163535.753;20180524-163537.000;32.882291;-117.234919;3.0;279.8;335.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163536.258;20180524-163537.000;32.882302;-117.234911;3.0;279.8;307.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163536.756;20180524-163538.000;32.882319;-117.234872;3.0;281.6;331.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163537.259;20180524-163538.000;32.882318;-117.234856;3.0;281.6;307.0;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163537.766;20180524-163539.000;32.882282;-117.234912;3.0;284.0;331.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163538.257;20180524-163539.000;32.882322;-117.234885;3.0;284.0;298.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163538.754;20180524-163540.000;32.882322;-117.234885;3.0;283.0;320.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163539.261;20180524-163540.000;32.882335;-117.234876;3.0;283.0;301.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163539.761;20180524-163541.000;32.882347;-117.234816;3.0;284.0;322.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163540.264;20180524-163541.000;32.882305;-117.234828;3.0;284.0;295.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163540.779;20180524-163542.000;32.882324;-117.234856;3.0;282.9;344.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163541.281;20180524-163542.000;32.882294;-117.234846;3.0;282.9;298.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163541.781;20180524-163543.000;32.88231;-117.234904;3.0;282.6;317.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163542.285;20180524-163543.000;32.882371;-117.234904;3.0;282.6;314.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163542.760;20180524-163544.000;32.882296;-117.234899;3.0;284.0;301.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163543.268;20180524-163544.000;32.882296;-117.234899;3.0;284.0;295.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163543.784;20180524-163545.000;32.882317;-117.234879;3.0;283.7;314.0;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163544.284;20180524-163545.000;32.882315;-117.234879;3.0;283.7;320.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163544.787;20180524-163546.000;32.882303;-117.234897;3.0;283.7;316.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163545.289;20180524-163546.000;32.88231;-117.234851;3.0;283.7;289.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163545.785;20180524-163547.000;32.88231;-117.234851;3.0;284.7;320.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163546.288;20180524-163547.000;32.882318;-117.234907;3.0;284.7;213.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163546.770;20180524-163548.000;32.88234;-117.234835;3.0;288.7;257.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163547.285;20180524-163548.000;32.882322;-117.234854;3.0;288.7;246.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163547.772;20180524-163549.000;32.882322;-117.234854;3.0;289.9;46.0;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163548.270;20180524-163549.000;32.882334;-117.234803;3.0;289.9;244.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163548.772;20180524-163550.000;32.882333;-117.23484;3.0;291.1;30.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163549.276;20180524-163550.000;32.882386;-117.234922;3.0;291.1;315.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163549.776;20180524-163551.000;32.882386;-117.234922;3.0;291.0;343.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163550.278;20180524-163551.000;32.882319;-117.234828;3.0;291.0;299.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163550.781;20180524-163552.000;32.882336;-117.234878;3.0;287.0;334.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163551.296;20180524-163552.000;32.882349;-117.234857;3.0;287.0;286.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163551.799;20180524-163553.000;32.882342;-117.234853;3.0;285.1;345.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163552.281;20180524-163553.000;32.882342;-117.234853;3.0;285.1;262.0;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163552.783;20180524-163554.000;32.882333;-117.234864;3.0;283.1;135.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163553.298;20180524-163554.000;32.882342;-117.234873;3.0;283.1;52.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163553.798;20180524-163555.000;32.882342;-117.234873;3.0;285.8;268.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163554.301;20180524-163555.000;32.882344;-117.234878;3.0;285.8;242.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163554.800;20180524-163556.000;32.882348;-117.234874;3.0;289.4;261.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163555.298;20180524-163556.000;32.882333;-117.234873;3.0;289.4;248.0;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163555.801;20180524-163557.000;32.882333;-117.234873;3.0;289.4;274.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163556.304;20180524-163557.000;32.882335;-117.234887;3.0;289.4;330.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163556.806;20180524-163558.000;32.882326;-117.234897;3.0;291.7;205.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163557.305;20180524-163558.000;32.882326;-117.234897;3.0;291.7;350.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163557.807;20180524-163559.000;32.882345;-117.23486;3.0;295.1;233.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163558.310;20180524-163559.000;32.882339;-117.234888;3.0;295.1;60.0;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163558.807;20180524-163600.000;32.882344;-117.234852;3.0;294.2;265.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163559.310;20180524-163600.000;32.882338;-117.234882;3.0;294.2;114.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163559.809;20180524-163601.000;32.882339;-117.234875;3.0;292.3;129.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163600.308;20180524-163601.000;32.882338;-117.234866;3.0;292.3;132.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163600.809;20180524-163602.000;32.882346;-117.234868;3.0;290.8;123.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163601.313;20180524-163602.000;32.882346;-117.234868;3.0;290.8;325.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163601.794;20180524-163603.000;32.882339;-117.234878;3.0;290.2;291.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163602.296;20180524-163603.000;32.88234;-117.234847;3.0;290.2;312.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163602.798;20180524-163604.000;32.88234;-117.234847;3.0;285.3;333.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163603.297;20180524-163604.000;32.88244;-117.234623;3.0;285.3;313.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163603.798;20180524-163605.000;32.882454;-117.234642;3.0;281.0;314.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163604.299;20180524-163605.000;32.882465;-117.234656;3.0;281.0;275.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163604.798;20180524-163606.000;32.882476;-117.234627;3.0;280.1;228.0;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163605.300;20180524-163606.000;32.882463;-117.234646;3.0;280.1;169.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163605.800;20180524-163607.000;32.882458;-117.234642;3.0;278.6;224.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163606.303;20180524-163607.000;32.882456;-117.234636;3.0;278.6;268.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163606.805;20180524-163608.000;32.882444;-117.234632;3.0;280.4;339.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163607.302;20180524-163608.000;32.882458;-117.234626;3.0;280.4;277.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163607.803;20180524-163609.000;32.88245;-117.234635;3.0;284.0;326.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163608.304;20180524-163609.000;32.882456;-117.234666;3.0;284.0;280.0;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163608.807;20180524-163610.000;32.882444;-117.23463;4.0;284.2;312.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163609.306;20180524-163610.000;32.882448;-117.234647;4.0;284.2;276.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163609.824;20180524-163611.000;32.882444;-117.234616;4.0;283.4;336.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163610.326;20180524-163611.000;32.882464;-117.234637;4.0;283.4;290.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163610.820;20180524-163612.000;32.882443;-117.234634;3.0;283.1;2.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163611.326;20180524-163612.000;32.882444;-117.234622;3.0;283.1;281.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163611.823;20180524-163613.000;32.88247;-117.234638;3.0;282.9;18.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163612.327;20180524-163613.000;32.882468;-117.234643;3.0;282.9;264.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163612.809;20180524-163614.000;32.882466;-117.234633;3.0;279.2;47.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163613.315;20180524-163614.000;32.882477;-117.234646;3.0;279.2;213.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163613.814;20180524-163615.000;32.882451;-117.234625;4.0;276.5;105.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163614.313;20180524-163615.000;32.88245;-117.234632;4.0;276.5;245.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163614.813;20180524-163616.000;32.882464;-117.234654;3.0;268.6;37.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163615.317;20180524-163616.000;32.882475;-117.234634;3.0;268.6;265.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163615.818;20180524-163617.000;32.882473;-117.23464;3.0;255.6;191.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163616.315;20180524-163617.000;32.882457;-117.234631;3.0;255.6;23.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163616.816;20180524-163618.000;32.882468;-117.234652;3.0;238.4;293.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163617.319;20180524-163618.000;32.882478;-117.234648;3.0;238.4;16.0;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
